TaskId,ZoneId,Category,ReferenceRecordCount,Priority,Status,RequiredTool,Acceptance,Dependencies,Notes
"1d97a0a32277ad3a383651d6028f6fc4","cell_3_-4","BuildingExterior","1","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"4682ea3783d3537686053eaa8560b028","cell_3_-4","ColliderOnly","5","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 5 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"918d24a3170c44bc8bf1319aa31f89d3","cell_3_-4","Door","2","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"26164064497688b7977d9cbd1236bed0","cell_3_-4","Field","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"b74fce62135e465f25a6a74704da083f","cell_3_-4","InteractivePropCandidate","15","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 15 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"2dfba024371a84f302209d3602f66637","cell_3_-4","Landmark","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"948228298c09f23d79112c84828d75d9","cell_3_-4","Road","6","P0","Open","Unity terrain/spline authoring plus DCC review","Author, validate and bind 6 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"66e45a77972e4c10cfbd113003959b44","cell_3_-4","RoadSign","6","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 6 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"a4e57fba04e38635c1fa438c1bfb1fd0","cell_3_-4","Rock","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"1af0f02d6d78d43a43f6ac78ace5eb69","cell_3_-4","Roof","2","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"b8d2e3de87971d447dbda87ca5da0d06","cell_3_-4","StaticProp","10","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 10 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"f41705d1b22cf6cf5914555910ff122e","cell_3_-4","VegetationTree","5","P2","Open","Vegetation DCC/SpeedTree-equivalent manual authoring","Author, validate and bind 5 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"da86ecbabd95ce170056b86e646a67c0","cell_3_-5","ColliderOnly","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"23b3d75369b2c8b67b3ef0e2632ca73e","cell_3_-5","Door","2","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"a8dc7118565bb762222e8396f361d35a","cell_3_-5","Road","1","P0","Open","Unity terrain/spline authoring plus DCC review","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"64d6681706b0ba7418d83451a88488f8","cell_3_-5","RoadSign","10","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 10 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"acaa635892709c125d3bfbf099288c60","cell_3_-5","Roof","2","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"b6e69806b12fe262d549c5c0060520e3","cell_3_-5","StaticProp","7","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 7 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"57dc485ae69dfdc772ebc30590f62d05","cell_3_0","ColliderOnly","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"841ccb23af35e90f3e4cad19fd23248a","cell_4_-2","SpawnMarker","2","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"8c78cfdd8369d22ea39b1db54b20c855","cell_4_-2","Water","1","P1","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"d9fb0d6fbabbc425df9e5c7f34f16449","cell_4_-3","ColliderOnly","5","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 5 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"93d1d06937758385f0ef465faea11a8a","cell_4_-3","Door","2","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"7386c40dfe36ec155e365c16dddeaea2","cell_4_-3","InteractivePropCandidate","4","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"9304306a295f7267c287ec46284acfb1","cell_4_-3","Road","2","P0","Open","Unity terrain/spline authoring plus DCC review","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"ec116f4ad99e15259b25c0c504346163","cell_4_-3","RoadSign","8","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 8 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"fe3c3719d2c0d493bc046fc586f4646d","cell_4_-3","Roof","5","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 5 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"42101efa91b399ee9370b280ee658881","cell_4_-3","StaticProp","18","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 18 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"d3a9f6254eaabff126cbb91fb27eb242","cell_4_-4","Water","1","P1","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"ac97dc3cb7b9303eb4bc3686ebd7ce14","cell_4_-5","RoadSign","4","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 4 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"b62c4753a10cdf368b30c07dee450167","cell_4_1","Water","1","P1","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"03593281bbbe46fbaef8433f36d00ea7","cell_5_-2","StaticProp","1","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"fe71ff3c872f07e56b3ddab16e4d2768","excluded","BuildingExterior","417","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 417 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"5b0a4798fe805ba2eda7222972a55714","excluded","BuildingInterior","1808","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 1808 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"bb2edd9f33f38a42c2a5d693a7922c9f","excluded","ColliderOnly","2727","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2727 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"ef4ec5f16a32cd02f5b8794451494b64","excluded","Door","73","P1","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 73 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"5f3419c043f0fb2455d402180466fff5","excluded","Fence","20","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 20 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"5a14d8f54d6e6b9fafdd7e9563b14a03","excluded","Field","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"a9c23b1cdb4fae7e7e831b287c70aeb5","excluded","Floor","18","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 18 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"f58437a2181fbf2c6106b07255370c4b","excluded","Gate","1","P1","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"f97a483299fca6cb709c8d6901e0688b","excluded","InteractivePropCandidate","4223","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 4223 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"31dfeca5237a48fa447375ae672dc9cc","excluded","Landmark","3","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 3 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"68b2ecd8e2334d2daca2df0c98a49132","excluded","Roof","36","P0","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 36 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"dc549831cd2f34492c58b904d195e2de","excluded","SpawnMarker","9","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 9 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"e6f18d2212b18f946f3551b73d6343a7","excluded","StaticProp","266","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 266 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"2e30e44ad5f9b850a82b21d5f99d1172","excluded","Window","53","P2","Open","Blender or equivalent DCC (not found in PATH during 05A pre-flight)","Author, validate and bind 53 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"0e9660a45a9c240ae7097e271f55b74a","excluded","Yard","12","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 12 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"ffa5da623b7d5f1dead9de1cdf77bf09","global","Field","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"463c27ad1772034bb26df6c3601bb6a1","global","Road","1","P0","Open","Unity terrain/spline authoring plus DCC review","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"f66ba7c38105eea52955a14531e6e2cf","global","Rock","1","P3","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"4b1b64305534ed49c3f8d4f2a013ca05","global","StaticProp","5","P2","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 5 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"94bddd8e163188c61f46f353d654a65f","global","Terrain","1","P0","Open","Unity terrain/spline authoring plus DCC review","Author, validate and bind 1 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"b7eaeabab1c5286cdedcf63d3d2bd190","global","VegetationBush","7","P3","Open","Vegetation DCC/SpeedTree-equivalent manual authoring","Author, validate and bind 7 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"71f93c24de0e4221e914f71fafe7eeb7","global","VegetationGrass","2","P3","Open","Vegetation DCC/SpeedTree-equivalent manual authoring","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"fa619b4617442753854c988336b94605","global","VegetationTree","11","P2","Open","Vegetation DCC/SpeedTree-equivalent manual authoring","Author, validate and bind 11 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
"05cffbb1dd392d51f135bacec1fb3591","global","Water","2","P1","Open","Blender/Substance-equivalent manual art pass","Author, validate and bind 2 reference records without donor runtime dependencies.","World replacement registry; donor reference metadata","Grouped manual-art task; every unassigned ledger row links to this task ID."
