"FeatureId","SaveDomainId","PersistentExpectation","CoverageStatus","SchemaOwner","CurrentImplementation","EvidenceOrReason","UnloadedCellPolicy","ReplacementPolicy","OwningMilestone","Notes"
"P1.PRESENTATION.002","presentation.runtime","NonPersistent","NotRequired","Presentation owner; no gameplay DTO","M08 backend/6 banks foundation accepted; current authoring validates 65 events/32 RTPCs, the complete reviewed time/weather/spatial main-world ambience roster, local wind-chime/insect hooks, rare near-home chainsaw and a +4 dB project master ceiling; many non-world feature producers remain DeferredHook.","Explicit non-persistent rationale from parity matrix: Non-persistent presentation; feature state owned elsewhere. Mutable gameplay authority, when any, is owned by another save domain.","NotApplicable","NotApplicable","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.PRESENTATION.003","presentation.runtime","NonPersistent","NotRequired","Presentation owner; no gameplay DTO","07C accepted visual baseline; save integration partial","Explicit non-persistent rationale from parity matrix: Non-persistent presentation; replacement keys required. Mutable gameplay authority, when any, is owned by another save domain.","NotApplicable","NotApplicable","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.PRESENTATION.004","presentation.runtime","NonPersistent","NotRequired","Presentation owner; no gameplay DTO","M06B3 frozen/human accepted; not production art","Explicit non-persistent rationale from parity matrix: Non-persistent presentation; replacement keys required. Mutable gameplay authority, when any, is owned by another save domain.","NotApplicable","NotApplicable","14B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.PRESENTATION.005","presentation.runtime","NonPersistent","NotRequired","Presentation owner; no gameplay DTO","Six project-owned wrapper prefabs generated locally from bounded donor body/accessory/clip slices","Explicit non-persistent rationale from parity matrix: Non-persistent presentation; npc.state remains independent. Mutable gameplay authority, when any, is owned by another save domain.","NotApplicable","NotApplicable","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.PRESENTATION.006","presentation.runtime","NonPersistent","NotRequired","Presentation owner; no gameplay DTO","Only bounded prototype; full roster missing","Explicit non-persistent rationale from parity matrix: Non-persistent presentation; replacement keys required. Mutable gameplay authority, when any, is owned by another save domain.","NotApplicable","NotApplicable","11A","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.PRESENTATION.007","presentation.runtime","Persistent","Partial","Presentation owner; no gameplay DTO","09B removable ItemPresentationProvider with 46 GeneratedValidated TemporaryDirectImport bindings and project-owned proxy fallback.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B removable ItemPresentationProvider with 46 GeneratedValidated TemporaryDirectImport bindings and project-owned proxy fallback.; prior save evidence: NotRequired: presentation has no gameplay authority; replacement keys preserve logical state.","Immediate","NotApplicable","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.PRESENTATION.008","presentation.runtime","NonPersistent","NotRequired","Presentation owner; no gameplay DTO","Six reviewed event-free legacy clips mapped from project-owned activity states through Animation; no Animator/controller; Berryman keeps seated hand-only loop","Explicit non-persistent rationale from parity matrix: Non-persistent animation presentation derived from npc.state; animation is never save/gameplay authority. Mutable gameplay authority, when any, is owned by another save domain.","NotApplicable","NotApplicable","10B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.PRESENTATION.009","presentation.runtime","NonPersistent","NotRequired","Presentation owner; no gameplay DTO","52 events/32 RTPC/6 banks foundation; feature coverage incomplete","Explicit non-persistent rationale from parity matrix: Non-persistent presentation; replacement keys required. Mutable gameplay authority, when any, is owned by another save domain.","NotApplicable","NotApplicable","13C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.PRESENTATION.010","presentation.runtime","NonPersistent","NotRequired","Presentation owner; no gameplay DTO","M08A1 material hardening user-accepted 2026-07-21","Explicit non-persistent rationale from parity matrix: Non-persistent presentation; replacement keys required. Mutable gameplay authority, when any, is owned by another save domain.","NotApplicable","NotApplicable","14B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NEEDS.015","player.needs","Persistent","Planned","MSC.Needs.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","Immediate","NotApplicable","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NEEDS.016","player.needs","Persistent","Uncovered","MSC.Needs.Runtime + MSC.Save.Integration","Nothing; evidence only","Donor behavior or persistence semantics remain unknown; owning milestone must resolve evidence before defining a DTO.","Immediate","NotApplicable","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NEEDS.017","player.needs","Persistent","Uncovered","MSC.Needs.Runtime + MSC.Save.Integration","Nothing; evidence only","Donor behavior or persistence semantics remain unknown; owning milestone must resolve evidence before defining a DTO.","Immediate","NotApplicable","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.NEEDS.018","player.needs","Persistent","Uncovered","MSC.Needs.Runtime + MSC.Save.Integration","Nothing; evidence only","Donor behavior or persistence semantics remain unknown; owning milestone must resolve evidence before defining a DTO.","Immediate","NotApplicable","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.HOME.101","home.state","Persistent","Planned","MSC.Home.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.HOME.102","home.state","Persistent","Planned","MSC.Home.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.HOME.103","home.state","Persistent","Planned","MSC.Home.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.HOME.104","home.state","Persistent","Partial","MSC.Home.Runtime + MSC.Save.Integration","Project-owned electric-sauna power/timer and game-time-driven provisional heating/cooling foundation","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: Project-owned electric-sauna power/timer and game-time-driven provisional heating/cooling foundation; prior save evidence: home.state schema 1 + save document 6 migration.","DeferredByStableId","StableIdPreserved","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.HOME.105","home.state","Persistent","Planned","MSC.Home.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.HOME.106","home.state","Persistent","Planned","MSC.Home.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.HOME.107","home.state","Persistent","Planned","MSC.Home.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.HOME.108","home.state","Persistent","Planned","MSC.Home.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.HOME.109","home.state","Persistent","Planned","MSC.Home.Runtime + MSC.Save.Integration","Nothing; evidence only","Future Phase 1 domain is not implemented. Owning milestone must add stable identity, DTO, participant, migration note and round-trip coverage without fabricating state.","DeferredByStableId","StableIdPreserved","09C","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.101","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","Data-driven perishable package owns four deterministic child stable IDs; each F removes and spawns one physical loose sausage which inherits package freshness.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: Data-driven perishable package owns four deterministic child stable IDs; each F removes and spawns one physical loose sausage which inherits package freshness.; prior save evidence: Package count, contained IDs, freshness/timestamp and pose use native item/world domains; explicit native round-trip passes, row-specific unloaded-cell proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.102","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","Generic data-driven whole consumption and ambient/refrigerated freshness are live and do not invoke first-person arm presentation.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: Generic data-driven whole consumption and ambient/refrigerated freshness are live and do not invoke first-person arm presentation.; prior save evidence: Freshness/timestamp/consumed state and pose use native item/world domains; row-specific unloaded-cell proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.103","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","Generic data-driven whole consumption and ambient/refrigerated freshness are live and do not invoke first-person arm presentation.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: Generic data-driven whole consumption and ambient/refrigerated freshness are live and do not invoke first-person arm presentation.; prior save evidence: Freshness/timestamp/consumed state and pose use native item/world domains; row-specific unloaded-cell proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.104","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","Generic data-driven whole consumption is live and does not invoke first-person arm presentation.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: Generic data-driven whole consumption is live and does not invoke first-person arm presentation.; prior save evidence: Consumed state and pose use native item/world domains; row-specific stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.105","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","Data-driven whole consumption, authored Drink presentation and ambient/refrigerated freshness are live.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: Data-driven whole consumption, authored Drink presentation and ambient/refrigerated freshness are live.; prior save evidence: Freshness/timestamp/consumed state and pose use native item/world domains; row-specific unloaded-cell proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.106","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.107","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.108","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","Data-driven whole consumption and authored Drink presentation are live.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: Data-driven whole consumption and authored Drink presentation are live.; prior save evidence: Consumed state and pose use native item/world domains; row-specific unloaded-cell proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.109","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.110","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","Physical 1.8 kg package content pours into compatible data-driven combustion receivers through cavity overlap and an authored 80-degree tilt at 12 units/s.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: Physical 1.8 kg package content pours into compatible data-driven combustion receivers through cavity overlap and an authored 80-degree tilt at 12 units/s.; prior save evidence: items.instances.native.v1 persists package/receiver content and world.entities persists pose; focused round-trip passed.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.111","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.112","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.113","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.114","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","Stable physical bottle with partial liquid state, dynamic mass and continuous held consumption; empty bottle remains a physical carried item","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: Stable physical bottle with partial liquid state, dynamic mass and continuous held consumption; empty bottle remains a physical carried item; prior save evidence: Partial: items.instances.native.v1 liquid state + world.entities pose; focused partial-consumption behavior is covered.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.115","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.116","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","Loose sausage inherits package freshness, uses the sanitized reviewed donor mesh wrapper, cooks by contact at captured 30/10-second thresholds and consumes individually through the no-arm whole-food path.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: Loose sausage inherits package freshness, uses the sanitized reviewed donor mesh wrapper, cooks by contact at captured 30/10-second thresholds and consumes individually through the no-arm whole-food path.; prior save evidence: Individual freshness/timestamp/cooking seconds/consumed state and pose use native item/world domains; explicit round-trip passes.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.117","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.118","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.119","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.120","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.121","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.122","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.123","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.124","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.125","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.126","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.127","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.128","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.129","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.130","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.131","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.132","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.133","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.134","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
"P1.ITEM.135","items.instances","Persistent","Partial","MSC.Items.Runtime + MSC.Save.Integration","09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.","A bounded implementation or DTO exists, but full Phase 1 state/restore coverage is incomplete: 09B catalog definition plus mutable stable instance schema; generic action/state/save support exists, donor-specific use flow remains incomplete.; prior save evidence: Partial: items.instances.native.v1 logical state + world.entities pose; row-specific round-trip/stream proof pending.","DeferredByStableId","StableIdPreserved","09B","Generated from authoritative parity row; later owner must update this row in the same commit as runtime implementation."
